id,level,source_page,section,entry_type,word,article,plural,word_type,verb_present,verb_perfect,translation_en,translation_tr,translation_ru,translation_uk,translation_fa,translation_ar,difficulty,category_id,example_de
695,A2,20,M,main,mittel,,,Other,,,medium / average,orta,средний / посредственный,середній,متوسط,متوسط,5,21,Das Zimmer ist mittelgroß.
696,A2,20,L,main,leihen,,,Verb,leiht,hat geliehen,to borrow / lend,ödünç vermek / almak,одалживать / брать взаймы,позичати,قرض گرفتن / قرض دادن,يستعير / يُعير,8,12,Kannst du mir ein Buch leihen?
697,A2,20,L,main,lesen,,,Verb,liest,hat gelesen,to read,okumak,читать,читати,خواندن,يقرأ,2,13,Ich lese jeden Abend ein Buch.
698,A2,20,L,main,letzt-,,,Other,,,last- (prefix),son- (önek),последний- (приставка),останній- (префікс),آخرین-,أخير- (سابقة),5,21,Ich habe heute das letzte Stück Kuchen gegessen.
699,A2,20,L,main,Leute,die,,Noun,,,people,insanlar,люди,люди,مردم,ناس / أشخاص,2,21,Viele Leute warten auf den Bus.
700,A2,20,L,main,lieben,,,Verb,liebt,hat geliebt,to love,sevmek,любить,любити,دوست داشتن,يحب,3,19,Ich liebe meine Familie.
701,A2,20,L,main,liegen,,,Verb,liegt,,to lie / be located,uzanmak / bulunmak,лежать / находиться,лежати / знаходитися,قرار داشتن / دراز کشیدن,يستلقي / يقع,3,21,Das Buch liegt auf dem Tisch.
702,A2,21,M,main,Moment,der,-e,Noun,,,moment,an,момент,момент / мить,لحظه,لحظة,3,2,"Warte einen Moment, ich bin gleich fertig."
703,A2,21,M,main,morgen,,,Verb,,,tomorrow,yarın,завтра,завтра,فردا,غداً,3,2,Morgen fahre ich nach München.
704,A2,21,M,main,Motor,der,-en,Noun,,,engine / motor,motor,мотор / двигатель,мотор / двигун,موتور,محرك / موتور,8,11,Der Motor meines Autos ist kaputt.
705,A2,21,M,main,Mund,der,¨-er,Noun,,,mouth,ağız,рот,рот,دهان,فم,1,4,Der Zahnarzt schaut mir in den Mund.
706,A2,21,M,main,Museum,das,-een,Noun,,,museum,müze,музей,музей,موزه,متحف,3,16,Wir besuchen das Museum am Samstag.
707,A2,21,M,main,Musik,die,,Noun,,,music,müzik,музыка,музика,موسیقی,موسيقى,2,9,Ich höre gern Musik beim Lernen.
708,A2,21,M,main,müssen,,,Verb,muss,,must / to have to,meli / malı (zorunluluk),должен / нужно,мусити / повинен,باید,يجب / ينبغي,3,21,Ich muss morgen früh aufstehen.
709,A2,21,M,main,musste,,,Other,,,had to (past),zorunda kaldı,должен был / пришлось,мусив / повинен був,باید می‌کرد / مجبور بود,كان عليه أن (ماضٍ),5,21,Er musste lange auf den Bus warten.
710,A2,21,M,main,Mütze,die,-n,Noun,,,hat / cap,kasket / bere,шапка / кепка,шапка,کلاه,قبعة / طاقية,8,7,Im Winter trage ich eine warme Mütze.
711,A2,21,N,main,nach,,,Other,,,to / after / according to,-e / sonra / göre,к / после / согласно,до / після / відповідно до,به / بعد از / مطابق,إلى / بعد / وفقاً لـ,1,21,Nach der Arbeit fahre ich nach Hause.
712,A2,21,N,main,Nachbar,der,"-n,",Noun,,,neighbor,komşu,сосед,сусід,همسایه,جار,8,3,Mein Nachbar ist sehr nett.
713,A2,21,N,main,Nachricht,die,-en,Noun,,,message / news,haber / mesaj,сообщение / новость,повідомлення / новини,پیام / خبر,رسالة / أخبار,9,13,Ich habe eine Nachricht von meiner Mutter bekommen.
714,A2,21,N,main,Nähe,die,,Noun,,,vicinity / nearness,yakınlık,близость,близькість / поблизу,نزدیکی,جوار / قرب,8,21,In der Nähe des Bahnhofs gibt es viele Cafés.
715,A2,21,N,main,Name,der,-n,Noun,,,name,isim,имя,ім'я / назва,نام,اسم,1,21,Wie ist dein Name?
716,A2,21,N,main,nass,,,Other,,,wet,ıslak,мокрый,мокрий / вологий,خیس,مبلل,4,21,Meine Jacke ist nass vom Regen.
717,A2,21,N,main,Natur,die,,Noun,,,nature,doğa,природа,природа,طبیعت,طبيعة,2,14,Ich genieße die Natur beim Wandern.
718,A2,21,N,main,natürlich,,,Other,,,of course / naturally,tabii ki / doğal olarak,конечно / естественно,звичайно / природно,البته / طبیعی,بالطبع / طبيعياً,2,21,Natürlich helfe ich dir gerne.
719,A2,21,N,main,neben,,,Verb,,,next to / beside,yanında,рядом с / возле,поряд / біля,کنار,بجانب / إلى جانب,2,21,Das Café ist neben dem Supermarkt.
720,A2,21,M,main,Mensch,der,-en,Noun,,,person / human being,insan,человек,людина,انسان,شخص / إنسان,3,21,Der Mensch braucht Schlaf und Essen.
721,A2,21,M,main,merken,,,Verb,merkt,hat gemerkt,to notice / realize,fark etmek,замечать / понимать,помічати / усвідомлювати,متوجه شدن,يلاحظ / يدرك,8,21,"Ich merke, dass er nervös ist."
722,A2,21,M,main,Messe,die,-n,Noun,,,trade fair / mass (church),fuar / ayin,ярмарка / месса,ярмарок / меса (церковна служба),نمایشگاه / مراسم عشای ربانی,معرض تجاري / قداس (كنيسة),8,16,Die Messe in Köln ist sehr bekannt.
723,A2,21,M,main,Messer,das,-,Noun,,,knife,bıçak,нож,ніж,چاقو,سكين,8,5,Ich benutze ein Messer zum Schneiden.
724,A2,21,M,main,Miete,die,-n,Noun,,,rent,kira,арендная плата,оренда / квартирна плата,اجاره,إيجار,8,6,Die Miete für diese Wohnung ist sehr hoch.
725,A2,21,M,main,mieten,,,Verb,mietet,hat gemietet,to rent,kiralamak,снимать / арендовать,орендувати,اجاره کردن,يستأجر,8,6,Ich möchte eine Wohnung mieten.
726,A2,21,M,main,Milch,die,,Noun,,,milk,süt,молоко,молоко,شیر,حليب,2,5,Ich trinke jeden Morgen ein Glas Milch.
727,A2,21,M,main,Mineral-,das,,Noun,,,mineral water (compound),maden suyu- (önek),минеральная вода- (часть сложного слова),мінеральна вода (частина складного слова),آب معدنی-,مياه معدنية (مركب),6,5,Ich trinke immer Mineralwasser.
728,A2,21,M,main,mit,,,Other,,,with / by,ile,с / при помощи,з / за допомогою,با / به‌وسیله,مع / بواسطة,1,21,Ich gehe mit meiner Freundin ins Kino.
729,A2,21,M,main,Mitarbeiter,der,-,Noun,,,employee / staff member,çalışan,сотрудник / работник,співробітник,کارمند,موظف / عضو في الطاقم,10,8,Mein Mitarbeiter ist krank heute.
730,A2,21,M,main,Mittagessen,das,-,Noun,,,lunch,öğle yemeği,обед,обід,ناهار,غداء,10,5,Mittags esse ich immer etwas Warmes.
731,A2,21,M,main,Mittel,das,-,Noun,,,means / remedy,araç / çare,средство / способ,засіб / ліки,وسیله / درمان,وسيلة / علاج,5,21,Das Mittel gegen Kopfschmerzen liegt in der Tasche.
732,A2,21,M,main,Möbel,die,,Noun,,,furniture,mobilya,мебель,меблі,مبلمان,أثاث,5,6,Wir kaufen neue Möbel für die Wohnung.
733,A2,21,M,main,Mobil-,das,,Noun,,,mobile phone (compound),cep telefonu- (önek),мобильный телефон- (часть сложного слова),мобільний телефон (частина складного слова),تلفن همراه-,هاتف محمول (مركب),5,13,Ich rufe dich auf deinem Mobiltelefon an.
734,A2,21,M,main,möchten,,,Verb,möchte,hat gemocht,would like to,istemek,хотел бы,хотіти / хотів би,مایل بودن / دوست داشتن,يودّ / يرغب في,2,21,"Ich möchte einen Kaffee, bitte."
735,A2,21,M,main,Mode,die,-n,Noun,,,fashion,moda,мода,мода,مد,موضة,1,7,Sie interessiert sich sehr für Mode.
736,A2,21,M,main,möglich,,,Other,,,possible,mümkün,возможный,можливий,ممکن,ممكن,8,21,"Ist es möglich, das Treffen zu verschieben?"
737,A2,22,O,main,offen,,,Verb,,,open,açık,открытый,відкритий,باز,مفتوح,2,21,Die Tür ist offen.
738,A2,22,Ö,main,öffnen,,,Verb,öffnet,hat geöffnet,to open,açmak,открывать,відкривати,باز کردن,يفتح,3,21,Das Geschäft öffnet um neun Uhr.
739,A2,22,O,main,oft,,,Other,,,often,sık sık,часто,часто,اغلب,كثيراً / في أغلب الأحيان,1,21,Ich fahre oft mit dem Fahrrad zur Arbeit.
740,A2,22,O,main,Ohr,das,-en,Noun,,,ear,kulak,ухо,вухо,گوش,أذن,1,4,Das Ohr tut mir weh.
741,A2,22,Ö,main,Öl,das,-e,Noun,,,oil,yakıt / yağ,масло / нефть,олія / масло,روغن,زيت,4,5,Das Öl finden Sie neben dem Essig.
742,A2,22,O,main,online,,,Other,,,online,çevrimiçi,онлайн,онлайн,آنلاین,على الإنترنت,3,17,Wir kaufen Tickets online.
743,A2,22,O,main,Orange,die,-n,Noun,,,orange (fruit),portakal,апельсин,апельсин,پرتقال,برتقالة (فاكهة),3,5,Ich esse gern Orangen.
744,A2,22,O,main,Ordnung,die,-en,Noun,,,order / tidiness,düzen,порядок / аккуратность,порядок,نظم / ترتیب,نظام / ترتيب,8,21,In diesem Zimmer ist keine Ordnung.
745,A2,22,O,main,organisieren,,,Verb,,,to organize,organize etmek / düzenlemek,организовывать,організовувати,سازمان‌دهی کردن,ينظّم,10,8,Wir organisieren ein Treffen für die Gruppe.
746,A2,22,O,main,Ort,der,-e,Noun,,,place / location,yer,место / населённый пункт,місце / населений пункт,مکان / محل,مكان / موقع,1,20,Dieser Ort ist sehr ruhig.
747,A2,22,P,main,Paar,das,-e,Noun,,,pair / couple,çift,пара / пара людей,пара,جفت / زوج,زوج / ثنائي,1,3,Ich kaufe ein Paar neue Schuhe.
748,A2,22,E,main,ein,,,Other,,,a / one,bir,один / какой-то,один,یک,أ / واحد,1,21,Ein Hund ist ein Tier.
749,A2,22,P,main,packen,,,Verb,packt,hat gepackt,to pack,paketlemek,паковать,пакувати,بسته‌بندی کردن,يحزم,5,21,Ich packe meinen Koffer für die Reise.
750,A2,22,P,main,Paket,das,-e,Noun,,,package / parcel,parça / paket,посылка / пакет,пакет / посилка,بسته / مرسوله,طرد / حزمة,8,13,Ich habe ein Paket bekommen.
751,A2,22,P,main,Partner,der,-,Noun,,,partner (male),ortak / partner (erkek),партнёр (муж.),партнер (чол.),شریک مرد / همسر مرد,شريك (مذكر),8,3,Mein Partner und ich leben zusammen.
752,A2,22,P,main,Partnerin,die,-nen,Noun,,,partner (female),ortak / partner (kadın),партнёрша (жен.),партнерка,شریک زن / همسر زن,شريكة (مؤنث),9,3,Meine Partnerin arbeitet als Lehrerin.
753,A2,22,P,main,Party,die,-s,Noun,,,party,parti / eğlence,вечеринка,вечірка,مهمانی,حفلة,2,15,Wir feiern eine Party am Samstag.
754,A2,22,P,main,passieren,,,Verb,passiert,,to happen / occur,olmak,случаться / происходить,траплятися / відбуватися,اتفاق افتادن,يحدث / يقع,3,2,Was ist passiert?
755,A2,22,N,main,nennen,,,Verb,nennt,,to name / call,adlandırmak / çağırmak,называть,називати,نامیدن / صدا کردن,يسمّي / يُطلق اسماً على,5,21,Wie nennt man das auf Deutsch?
756,A2,22,N,main,nervös,,,Other,,,nervous,gergin,нервный,нервовий,عصبی,متوتر / عصبي,8,19,Ich bin nervös vor der Prüfung.
757,A2,22,N,main,neu,,,Other,,,new,yeni,новый,новий,جدید,جديد,1,21,Ich brauche eine neue Jacke.
758,A2,22,N,main,nicht,,,Other,,,not,değil,не,не,نه,لا,2,21,Ich verstehe das nicht.
759,A2,22,N,main,nichts,,,Other,,,nothing,hiçbir şey,ничего,нічого,هیچ‌چیز,لا شيء,3,21,Dafür brauche ich nichts.
760,A2,22,N,main,nie,,,Other,,,never,asla,никогда,ніколи,هرگز,أبداً,1,21,Ich war noch nie in Japan.
761,A2,22,N,main,niemand,,,Other,,,nobody / no one,hiç kimse,никто,ніхто,هیچ‌کس,لا أحد,6,21,Niemand war zu Hause.
762,A2,22,N,main,nirgends,,,Other,,,nowhere,hiçbir yerde,нигде,ніде,هیچ‌جا,في لا مكان / لا في أي مكان,9,21,Ich finde nirgends meinen Schlüssel.
763,A2,22,N,main,noch,,,Other,,,still / yet,hala / henüz,ещё / всё ещё,ще / все ще,هنوز / باز هم,لا يزال / بعد,1,21,Er arbeitet noch in diesem Büro.
764,A2,22,N,main,normal,,,Other,,,normal,normal,нормальный,нормальний,عادی,طبيعي,5,21,Das ist ganz normal.
765,A2,22,N,main,Note,die,-n,Noun,,,grade / mark,not,оценка,оцінка,نمره,درجة / علامة,8,9,Ich habe eine gute Note in der Prüfung bekommen.
766,A2,22,N,main,Notiz,die,-en,Noun,,,note / memo,not / not kağıdı,заметка / записка,нотатка,یادداشت,ملاحظة / مذكرة,8,13,Ich mache mir eine Notiz.
767,A2,22,N,main,Nudel,die,-n,Noun,,,noodle / pasta,makarna,лапша / макароны,локшина / паста,نودل / ماکارونی,شعيرية / معكرونة,2,5,Ich koche Nudeln mit Tomatensauce.
768,A2,22,N,main,Nummer,die,-n,Noun,,,number,numara,номер,номер,شماره,رقم,3,1,Ich wähle die Nummer auf meinem Handy.
769,A2,22,N,main,nur,,,Other,,,only / just,sadece,только / просто,тільки / лише,فقط,فقط,1,21,Ich brauche nur eine Minute.
770,A2,22,N,main,nützlich,,,Other,,,useful,faydalı,полезный,корисний,مفید,مفيد,9,21,Das ist ein nützlicher Tipp.
771,A2,22,O,main,oben,,,Verb,,,above / upstairs,yukarıda,сверху / наверху,вгорі / нагорі,بالا / در بالا,أعلى / في الطابق العلوي,4,21,Mein Zimmer ist oben rechts.
772,A2,22,O,main,oder,,,Other,,,or,veya,или,або,یا,أو,1,21,Willst du Tee oder Kaffee?
773,A2,23,P,main,Projekt,das,-e,Noun,,,project,proje,проект,проект,پروژه,مشروع,8,8,Das Schulprojekt ist sehr interessant.
774,A2,23,P,main,Prospekt,der,-e,Noun,,,brochure / leaflet,broşür,проспект / брошюра,проспект / буклет,بروشور,كتيب / نشرة,9,13,Ich nehme den Prospekt mit.
775,A2,23,P,main,prüfen,,,Verb,prüft,hat geprüft,to check / test,denetlemek / kontrol etmek,проверять / тестировать,перевіряти / тестувати,بررسی کردن / آزمودن,يفحص / يختبر,5,9,Die Lehrerin prüft unsere Kenntnisse.
776,A2,23,P,main,Prüfung,die,-en,Noun,,,exam / test,sınav,экзамен / тест,іспит / тест,امتحان / آزمون,امتحان / اختبار,6,13,Ich lerne viel für die Prüfung.
777,A2,23,P,main,putzen,,,Verb,putzt,hat geputzt,to clean,temizlemek,чистить / убирать,чистити / прибирати,تمیز کردن,ينظّف,5,6,Ich putze jeden Samstag die Wohnung.
